Accession;Organism_Name;SRA_Accession;Species;Genus;Family;Molecule_type;Length;Nuc_Completeness;Geo_Location;Host;Isolation_Source
NC_074401;ssRNA phage Gerhypos.4_26;;Kehruavirus humivicinum;Kehruavirus;Steitzviridae;RNA;3953;complete;USA;;
NC_074402;ssRNA phage Gerhypos.4_29;;Kehruavirus humivivens;Kehruavirus;Steitzviridae;RNA;3912;complete;USA;;
NC_074403;ssRNA phage Esthiorhiza.1_14;;Kehruavirus terrivivens;Kehruavirus;Steitzviridae;RNA;3643;complete;USA;;
NC_074404;ssRNA phage SRR7976325_28;;Kihsiravirus limivicinum;Kihsiravirus;Steitzviridae;RNA;3911;complete;Japan;activated sludge metagenome;
NC_074405;ssRNA phage SRR5466337_3;;Kinglevirus lutadaptatum;Kinglevirus;Steitzviridae;RNA;3924;complete;USA;activated sludge metagenome;
NC_074406;ssRNA phage SRR7976310_16;;Kyanivirus asiadaptatum;Kyanivirus;Steitzviridae;RNA;3710;complete;USA;activated sludge metagenome;
NC_074407;ssRNA phage SRR6960799_40;;Kyanivirus pelovivens;Kyanivirus;Steitzviridae;RNA;3750;complete;Japan;activated sludge metagenome;
NC_074408;ssRNA phage SRR6255733_6;;Laimuvirus asiocola;Laimuvirus;Steitzviridae;RNA;3886;complete;USA;activated sludge metagenome;
NC_074409;ssRNA phage Zoerhiza.1_15;;Lazuovirus agrenecus;Lazuovirus;Steitzviridae;RNA;3783;complete;USA;;
NC_074410;ssRNA phage Esthiorhiza.2_17;;Lehptavirus agrihabitans;Lehptavirus;Steitzviridae;RNA;4032;complete;USA;;
NC_074411;ssRNA phage Esthiorhiza.2_29;;Lehptavirus agrivicinum;Lehptavirus;Steitzviridae;RNA;3857;complete;USA;;
NC_074412;ssRNA phage Gerhypos.1_50;;Lehptavirus agrivivens;Lehptavirus;Steitzviridae;RNA;3969;complete;USA;;
NC_074413;ssRNA phage Gerhypos.4_8;;Lehptavirus choradaptatum;Lehptavirus;Steitzviridae;RNA;4254;complete;USA;;
NC_074414;ssRNA phage Zoerhiza.2_2;;Lehptavirus chorenecus;Lehptavirus;Steitzviridae;RNA;4291;complete;USA;;
NC_074415;ssRNA phage Zoerhiza.1_4;;Lehptavirus chorocola;Lehptavirus;Steitzviridae;RNA;4408;complete;USA;;
NC_074416;ssRNA phage SRR6960549_9;;Lihvevirus borborenecus;Lihvevirus;Steitzviridae;RNA;3709;complete;USA;activated sludge metagenome;
NC_074417;ssRNA phage SRR5466727_9;;Limaivirus borborocola;Limaivirus;Steitzviridae;RNA;4806;complete;USA;activated sludge metagenome;
NC_074418;ssRNA phage SRR5467090_7;;Limaivirus borborohabitans;Limaivirus;Steitzviridae;RNA;4794;complete;USA;activated sludge metagenome;
NC_074419;ssRNA phage Gephyllon.3_9;;Lomnativirus arvihabitans;Lomnativirus;Steitzviridae;RNA;3863;complete;USA;;
NC_074420;ssRNA phage Gerhypos.4_65;;Loptevirus arvivicinum;Loptevirus;Steitzviridae;RNA;3784;complete;USA;;
NC_074421;ssRNA phage Zoerhiza.2_17;;Loptevirus arvivivens;Loptevirus;Steitzviridae;RNA;3553;complete;USA;;
NC_074422;ssRNA phage SRR6960799_34;;Loptevirus caenenecus;Loptevirus;Steitzviridae;RNA;3621;complete;Japan;activated sludge metagenome;
NC_074423;ssRNA phage SRR6960551_14;;Luloavirus caenihabitans;Luloavirus;Steitzviridae;RNA;3629;complete;USA;activated sludge metagenome;
NC_074424;ssRNA phage Gerhypos.4_16;;Luloavirus edaphadaptatum;Luloavirus;Steitzviridae;RNA;3846;complete;USA;;
NC_074425;ssRNA phage Zoerhiza.4_10;;Luloavirus edaphenecus;Luloavirus;Steitzviridae;RNA;3861;complete;USA;;
NC_074426;ssRNA phage Zoerhiza.2_13;;Luloavirus edaphocola;Luloavirus;Steitzviridae;RNA;3556;complete;USA;;
NC_074427;ssRNA phage Zoerhiza.4_26;;Lygehevirus pedocola;Lygehevirus;Steitzviridae;RNA;3594;complete;USA;;
NC_074428;ssRNA phage SRR6960509_17;;Lyndovirus caenivicinum;Lyndovirus;Steitzviridae;RNA;3827;complete;USA;activated sludge metagenome;
NC_074429;ssRNA phage SRR6960799_39;;Mahdsavirus limadaptatum;Mahdsavirus;Steitzviridae;RNA;3664;complete;Japan;activated sludge metagenome;
NC_074430;ssRNA phage SRR7976299_18;;Mahjnavirus limenecus;Mahjnavirus;Steitzviridae;RNA;3719;complete;USA;activated sludge metagenome;
NC_074431;ssRNA phage SRR7976325_27;;Metsavirus lutivivens;Metsavirus;Steitzviridae;RNA;4031;complete;Japan;activated sludge metagenome;
NC_074432;ssRNA phage Zoerhiza.2_6;;Milihnovirus solihabitans;Milihnovirus;Steitzviridae;RNA;3965;complete;USA;;
NC_074433;ssRNA phage Gerhypos.4_7;;Minusuvirus solivicinum;Minusuvirus;Steitzviridae;RNA;3772;complete;USA;;
NC_074434;ssRNA phage Esthiorhiza.2_34;;Mocruvirus chthonadaptatum;Mocruvirus;Steitzviridae;RNA;3581;complete;USA;;
NC_074435;ssRNA phage Gephyllon.4_14;;Mocruvirus chthonocola;Mocruvirus;Steitzviridae;RNA;3662;complete;USA;;
NC_074436;ssRNA phage Esthiorhiza.2_33;;Mocruvirus solivivens;Mocruvirus;Steitzviridae;RNA;3641;complete;USA;;
NC_074437;ssRNA phage Gerhypos.1_46;;Molucevirus chthonohabitans;Molucevirus;Steitzviridae;RNA;3808;complete;USA;;
NC_074438;ssRNA phage Gerhypos.4_45;;Molucevirus chthonovicinum;Molucevirus;Steitzviridae;RNA;3717;complete;USA;;
NC_074439;ssRNA phage Gerhypos.4_47;;Molucevirus chthonovivens;Molucevirus;Steitzviridae;RNA;3668;complete;USA;;
NC_074440;ssRNA phage Gerhypos.4_48;;Molucevirus geoadaptatum;Molucevirus;Steitzviridae;RNA;3605;complete;USA;;
NC_074441;ssRNA phage Gephyllon.1_28;;Nehumivirus tellurihabitans;Nehumivirus;Steitzviridae;RNA;3623;complete;USA;;
NC_074442;ssRNA phage SRR6253161_3;;Nihlwovirus limenecus;Nihlwovirus;Steitzviridae;RNA;3855;complete;USA;activated sludge metagenome;
NC_074443;ssRNA phage SRR6255733_5;;Nihlwovirus limicola;Nihlwovirus;Steitzviridae;RNA;3830;complete;USA;activated sludge metagenome;
NC_074444;ssRNA phage SRR6960549_6;;Ociwvivirus luticola;Ociwvivirus;Steitzviridae;RNA;3692;complete;USA;activated sludge metagenome;
NC_074445;ssRNA phage Gerhypos.1_25;;Pahspavirus humihabitans;Pahspavirus;Steitzviridae;RNA;3804;complete;USA;;
NC_074446;ssRNA phage Gerhypos.1_13;;Patimovirus humivicinum;Patimovirus;Steitzviridae;RNA;4246;complete;USA;;
NC_074447;ssRNA phage Zoerhiza.4_25;;Pepusduvirus humivivens;Pepusduvirus;Steitzviridae;RNA;3758;complete;USA;;
NC_074448;ssRNA phage Gerhypos.1_47;;Phulihavirus agrenecus;Phulihavirus;Steitzviridae;RNA;3600;complete;USA;;
NC_074449;ssRNA phage Gerhypos.1_21;;Pirifovirus chorenecus;Pirifovirus;Steitzviridae;RNA;3898;complete;USA;;
NC_074450;ssRNA phage Gerhypos.1_37;;Pirifovirus chorohabitans;Pirifovirus;Steitzviridae;RNA;4023;complete;USA;;
NC_074451;ssRNA phage Gerhypos.1_45;;Pirifovirus chorovicinum;Pirifovirus;Steitzviridae;RNA;3830;complete;USA;;
NC_074452;ssRNA phage SRR5467091_14;;Podtsbuvirus caenenecus;Podtsbuvirus;Steitzviridae;RNA;3937;complete;USA;activated sludge metagenome;
NC_074453;ssRNA phage Gerhypos.4_11;;Pohlodivirus arvihabitans;Pohlodivirus;Steitzviridae;RNA;4205;complete;USA;;
NC_074454;ssRNA phage Zoerhiza.2_24;;Psiaduvirus pedadaptatum;Psiaduvirus;Steitzviridae;RNA;3952;complete;USA;;
NC_074455;ssRNA phage SRR5466369_3;;Psouhdivirus caenivivens;Psouhdivirus;Steitzviridae;RNA;3725;complete;USA;activated sludge metagenome;
NC_074456;ssRNA phage SRR6050698_2;;Psouhdivirus limadaptatum;Psouhdivirus;Steitzviridae;RNA;3906;complete;Austria;activated sludge metagenome;
NC_074457;ssRNA phage SRR6255513_1;;Psouhdivirus limenecus;Psouhdivirus;Steitzviridae;RNA;3870;complete;USA;activated sludge metagenome;
NC_074458;ssRNA phage SRR6960799_38;;Psouhdivirus limicola;Psouhdivirus;Steitzviridae;RNA;3787;complete;Japan;activated sludge metagenome;
NC_074459;ssRNA phage SRR7976310_15;;Psouhdivirus limihabitans;Psouhdivirus;Steitzviridae;RNA;3740;complete;USA;activated sludge metagenome;
NC_074460;ssRNA phage Zoerhiza.2_22;;Psouhdivirus pedohabitans;Psouhdivirus;Steitzviridae;RNA;3990;complete;USA;;
NC_074461;ssRNA phage Zoerhiza.3_6;;Psouhdivirus pedovicinum;Psouhdivirus;Steitzviridae;RNA;3760;complete;USA;;
NC_074462;ssRNA phage Gephyllon.1_20;;Puduphavirus pedovivens;Puduphavirus;Steitzviridae;RNA;3784;complete;USA;;
NC_074463;ssRNA phage Gephyllon.4_20;;Pujohnavirus chthonadaptatum;Pujohnavirus;Steitzviridae;RNA;3992;complete;USA;;
NC_074464;ssRNA phage Gerhypos.2_23;;Pujohnavirus chthonenecus;Pujohnavirus;Steitzviridae;RNA;3921;complete;USA;;
NC_074465;ssRNA phage Gerhypos.1_27;;Pujohnavirus chthonocola;Pujohnavirus;Steitzviridae;RNA;3661;complete;USA;;
NC_074466;ssRNA phage Gerhypos.2_4;;Pujohnavirus chthonohabitans;Pujohnavirus;Steitzviridae;RNA;4060;complete;USA;;
NC_074467;ssRNA phage Gerhypos.4_12;;Pujohnavirus chthonovicinum;Pujohnavirus;Steitzviridae;RNA;4188;complete;USA;;
NC_074468;ssRNA phage Gerhypos.4_14;;Pujohnavirus chthonovivens;Pujohnavirus;Steitzviridae;RNA;4125;complete;USA;;
NC_074469;ssRNA phage Gerhypos.4_57;;Pujohnavirus geoadaptatum;Pujohnavirus;Steitzviridae;RNA;3916;complete;USA;;
NC_074470;ssRNA phage Gerhypos.4_62;;Pujohnavirus geocola;Pujohnavirus;Steitzviridae;RNA;4107;complete;USA;;
NC_074471;ssRNA phage Gerhypos.4_9;;Pujohnavirus geoenecus;Pujohnavirus;Steitzviridae;RNA;4283;complete;USA;;
NC_074472;ssRNA phage Zoerhiza.1_28;;Pujohnavirus geohabitans;Pujohnavirus;Steitzviridae;RNA;4133;complete;USA;;
NC_074473;ssRNA phage Zoerhiza.2_5;;Pujohnavirus geovicinum;Pujohnavirus;Steitzviridae;RNA;3993;complete;USA;;
NC_074474;ssRNA phage Zoerhiza.4_19;;Pujohnavirus geovivens;Pujohnavirus;Steitzviridae;RNA;4109;complete;USA;;
NC_074475;ssRNA phage Esthiorhiza.2_12;;Pujohnavirus soladaptatum;Pujohnavirus;Steitzviridae;RNA;4156;complete;USA;;
NC_074476;ssRNA phage Esthiorhiza.2_5;;Pujohnavirus solenecus;Pujohnavirus;Steitzviridae;RNA;4286;complete;USA;;
NC_074477;ssRNA phage Esthiorhiza.2_45;;Pujohnavirus solicola;Pujohnavirus;Steitzviridae;RNA;4210;complete;USA;;
NC_074478;ssRNA phage Esthiorhiza.4_14;;Pujohnavirus solihabitans;Pujohnavirus;Steitzviridae;RNA;3923;complete;USA;;
NC_074479;ssRNA phage Gephyllon.1_25;;Pujohnavirus solivicinum;Pujohnavirus;Steitzviridae;RNA;4122;complete;USA;;
NC_074480;ssRNA phage Gephyllon.4_18;;Pujohnavirus solivivens;Pujohnavirus;Steitzviridae;RNA;4268;complete;USA;;
NC_074481;ssRNA phage Zoerhiza.4_24;;Pujohnavirus telluradaptatum;Pujohnavirus;Steitzviridae;RNA;3803;complete;USA;;
NC_074482;ssRNA phage SRR6960509_16;;Rodtovirus pelovivens;Rodtovirus;Steitzviridae;RNA;3613;complete;USA;activated sludge metagenome;
NC_074483;ssRNA phage Zoerhiza.4_16;;Rohsdrivirus humadaptatum;Rohsdrivirus;Steitzviridae;RNA;3848;complete;USA;;
NC_074484;ssRNA phage Gerhypos.1_11;;Rohsdrivirus terrivivens;Rohsdrivirus;Steitzviridae;RNA;3894;complete;USA;;
NC_074485;ssRNA phage SRR7976301_11;;Sdenfavirus asiovicinum;Sdenfavirus;Steitzviridae;RNA;4156;complete;USA;activated sludge metagenome;
NC_074486;ssRNA phage Gephyllon.3_10;;Setohruvirus agradaptatum;Setohruvirus;Steitzviridae;RNA;3767;complete;USA;;
NC_074487;ssRNA phage SRR5467090_8;;Setohruvirus borborocola;Setohruvirus;Steitzviridae;RNA;3787;complete;USA;activated sludge metagenome;
NC_074488;ssRNA phage Zoerhiza.1_22;;Sidiruavirus agrenecus;Sidiruavirus;Steitzviridae;RNA;3611;complete;USA;;
NC_074489;ssRNA phage Gerhypos.1_31;;Snuwdevirus agrivicinum;Snuwdevirus;Steitzviridae;RNA;4239;complete;USA;;
NC_074490;ssRNA phage SRR6049586_2;;Sperdavirus luticola;Sperdavirus;Steitzviridae;RNA;4599;complete;USA;activated sludge metagenome;
NC_074491;ssRNA phage Gerhypos.1_24;;Stehnavirus chorenecus;Stehnavirus;Steitzviridae;RNA;3838;complete;USA;;
NC_074492;ssRNA phage Gerhypos.3_14;;Stehnavirus chorohabitans;Stehnavirus;Steitzviridae;RNA;3577;complete;USA;;
NC_074493;ssRNA phage Zoerhiza.1_19;;Stehnavirus chorovicinum;Stehnavirus;Steitzviridae;RNA;3714;complete;USA;;
NC_074494;ssRNA phage SRR6255746_3;;Stehnavirus lutivicinum;Stehnavirus;Steitzviridae;RNA;3546;complete;USA;activated sludge metagenome;
NC_074495;ssRNA phage Gerhypos.3_2;;Suhnsivirus arvicola;Suhnsivirus;Steitzviridae;RNA;3809;complete;USA;;
NC_074496;ssRNA phage SRR7976325_25;;Suhnsivirus lutivivens;Suhnsivirus;Steitzviridae;RNA;3694;complete;Japan;activated sludge metagenome;
NC_074497;ssRNA phage Zoerhiza.1_33;;Surghavirus arvenecus;Surghavirus;Steitzviridae;RNA;4023;complete;USA;;
NC_074498;ssRNA phage Zoerhiza.1_6;;Surghavirus arvihabitans;Surghavirus;Steitzviridae;RNA;4208;complete;USA;;
NC_074499;ssRNA phage SRR7976325_23;;Tamanovirus pelenecus;Tamanovirus;Steitzviridae;RNA;3782;complete;Japan;activated sludge metagenome;
NC_074500;ssRNA phage Zoerhiza.2_18;;Tehmuvirus arvivivens;Tehmuvirus;Steitzviridae;RNA;3614;complete;USA;;
NC_074501;ssRNA phage Gerhypos.1_30;;Tehnicivirus edaphenecus;Tehnicivirus;Steitzviridae;RNA;4427;complete;USA;;
NC_074502;ssRNA phage Gerhypos.1_3;;Tehnicivirus edaphocola;Tehnicivirus;Steitzviridae;RNA;4280;complete;USA;;
NC_074503;ssRNA phage Gerhypos.1_7;;Tehnicivirus edaphohabitans;Tehnicivirus;Steitzviridae;RNA;4575;complete;USA;;
NC_074504;ssRNA phage SRR5466338_4;;Tehnicivirus pelovicinum;Tehnicivirus;Steitzviridae;RNA;4213;complete;USA;activated sludge metagenome;
NC_074505;ssRNA phage Gerhypos.2_11;;Thehlovirus edaphovicinum;Thehlovirus;Steitzviridae;RNA;3768;complete;USA;;
NC_074506;ssRNA phage Gerhypos.2_24;;Thyrsuvirus pedocola;Thyrsuvirus;Steitzviridae;RNA;3841;complete;USA;;
NC_074507;ssRNA phage SRR7976323_6;;Tikiyavirus asiovivens;Tikiyavirus;Steitzviridae;RNA;3863;complete;Japan;activated sludge metagenome;
NC_074508;ssRNA phage SRR5467091_15;;Timirovirus borboradaptatum;Timirovirus;Steitzviridae;RNA;3873;complete;USA;activated sludge metagenome;
NC_074509;ssRNA phage SRR7976323_5;;Tsuhreavirus borborovivens;Tsuhreavirus;Steitzviridae;RNA;3922;complete;Japan;activated sludge metagenome;
NC_074510;ssRNA phage SRR5467091_12;;Tuskovirus caenadaptatum;Tuskovirus;Steitzviridae;RNA;4407;complete;USA;activated sludge metagenome;
NC_074511;ssRNA phage SRR5466725_22;;Tuwendivirus caenenecus;Tuwendivirus;Steitzviridae;RNA;3586;complete;USA;activated sludge metagenome;
NC_074512;ssRNA phage SRR5467090_10;;Vernevirus limadaptatum;Vernevirus;Steitzviridae;RNA;3453;complete;USA;activated sludge metagenome;
NC_074513;ssRNA phage Esthiorhiza.2_48;;Vesehyavirus pedohabitans;Vesehyavirus;Steitzviridae;RNA;3671;complete;USA;;
NC_074514;ssRNA phage Esthiorhiza.4_8;;Vindevirus pedovicinum;Vindevirus;Steitzviridae;RNA;3678;complete;USA;;
NC_074515;ssRNA phage Esthiorhiza.4_13;;Weheuvirus chthonadaptatum;Weheuvirus;Steitzviridae;RNA;4262;complete;USA;;
NC_074516;ssRNA phage Gephyllon.2_4;;Weheuvirus chthonenecus;Weheuvirus;Steitzviridae;RNA;4423;complete;USA;;
NC_074517;ssRNA phage Gephyllon.2_1;;Weheuvirus chthonocola;Weheuvirus;Steitzviridae;RNA;4108;complete;USA;;
NC_074518;ssRNA phage Gephyllon.2_7;;Weheuvirus chthonohabitans;Weheuvirus;Steitzviridae;RNA;4679;complete;USA;;
NC_074519;ssRNA phage Gephyllon.3_1;;Weheuvirus chthonovicinum;Weheuvirus;Steitzviridae;RNA;4289;complete;USA;;
NC_074520;ssRNA phage Gephyllon.3_18;;Weheuvirus chthonovivens;Weheuvirus;Steitzviridae;RNA;4000;complete;USA;;
NC_074521;ssRNA phage Gephyllon.3_6;;Weheuvirus geoadaptatum;Weheuvirus;Steitzviridae;RNA;3914;complete;USA;;
NC_074522;ssRNA phage Gephyllon.4_1;;Weheuvirus geocola;Weheuvirus;Steitzviridae;RNA;4493;complete;USA;;
NC_074523;ssRNA phage Gephyllon.4_2;;Weheuvirus geoenecus;Weheuvirus;Steitzviridae;RNA;4263;complete;USA;;
NC_074524;ssRNA phage Gerhypos.1_4;;Weheuvirus geohabitans;Weheuvirus;Steitzviridae;RNA;4106;complete;USA;;
NC_074525;ssRNA phage Gerhypos.1_6;;Weheuvirus geovicinum;Weheuvirus;Steitzviridae;RNA;4644;complete;USA;;
NC_074526;ssRNA phage Gerhypos.1_8;;Weheuvirus geovivens;Weheuvirus;Steitzviridae;RNA;4421;complete;USA;;
NC_074527;ssRNA phage SRR6960509_15;;Weheuvirus lutivicinum;Weheuvirus;Steitzviridae;RNA;4074;complete;USA;activated sludge metagenome;
NC_074528;ssRNA phage SRR6960549_7;;Weheuvirus lutivivens;Weheuvirus;Steitzviridae;RNA;3714;complete;USA;activated sludge metagenome;
NC_074529;ssRNA phage ESO000;SRR1509497;Weheuvirus paludicola;Weheuvirus;Steitzviridae;RNA;4110;complete;USA;activated sludge metagenome;
NC_074530;ssRNA phage SRR6960549_8;;Weheuvirus peladaptatum;Weheuvirus;Steitzviridae;RNA;3930;complete;USA;activated sludge metagenome;
NC_074531;ssRNA phage SRR6960799_33;;Weheuvirus pelenecus;Weheuvirus;Steitzviridae;RNA;3990;complete;Japan;activated sludge metagenome;
NC_074532;ssRNA phage SRR7976299_17;;Weheuvirus pelocola;Weheuvirus;Steitzviridae;RNA;4009;complete;USA;activated sludge metagenome;
NC_074533;ssRNA phage Esthiorhiza.2_24;;Weheuvirus solihabitans;Weheuvirus;Steitzviridae;RNA;3952;complete;USA;;
NC_074534;ssRNA phage Esthiorhiza.3_6;;Weheuvirus solivicinum;Weheuvirus;Steitzviridae;RNA;4219;complete;USA;;
NC_074535;ssRNA phage Esthiorhiza.4_12;;Weheuvirus solivivens;Weheuvirus;Steitzviridae;RNA;4388;complete;USA;;
NC_074536;ssRNA phage Gerhypos.2_3;;Weheuvirus telluradaptatum;Weheuvirus;Steitzviridae;RNA;4196;complete;USA;;
NC_074537;ssRNA phage Gerhypos.3_15;;Weheuvirus tellurenecus;Weheuvirus;Steitzviridae;RNA;4454;complete;USA;;
NC_074538;ssRNA phage Gerhypos.2_40;;Weheuvirus telluricola;Weheuvirus;Steitzviridae;RNA;4149;complete;USA;;
NC_074539;ssRNA phage Gerhypos.3_24;;Weheuvirus tellurihabitans;Weheuvirus;Steitzviridae;RNA;3903;complete;USA;;
NC_074540;ssRNA phage Gerhypos.4_19;;Weheuvirus tellurivicinum;Weheuvirus;Steitzviridae;RNA;3995;complete;USA;;
NC_074541;ssRNA phage Gerhypos.4_53;;Weheuvirus tellurivivens;Weheuvirus;Steitzviridae;RNA;4136;complete;USA;;
NC_074542;ssRNA phage Zoerhiza.2_16;;Weheuvirus terradaptatum;Weheuvirus;Steitzviridae;RNA;4069;complete;USA;;
NC_074543;ssRNA phage Zoerhiza.2_21;;Weheuvirus terrenecus;Weheuvirus;Steitzviridae;RNA;4053;complete;USA;;
NC_074544;ssRNA phage Zoerhiza.2_19;;Weheuvirus terricola;Weheuvirus;Steitzviridae;RNA;4744;complete;USA;;
NC_074545;ssRNA phage Zoerhiza.3_7;;Weheuvirus terrihabitans;Weheuvirus;Steitzviridae;RNA;4017;complete;USA;;
NC_074546;ssRNA phage Zoerhiza.4_4;;Weheuvirus terrivicinum;Weheuvirus;Steitzviridae;RNA;4230;complete;USA;;
NC_074547;ssRNA phage SRR5467090_11;;Widsokivirus pelovivens;Widsokivirus;Steitzviridae;RNA;3912;complete;USA;activated sludge metagenome;
NC_074548;ssRNA phage SRR7976325_24;;Yeziwivirus borborenecus;Yeziwivirus;Steitzviridae;RNA;4025;complete;Japan;activated sludge metagenome;
NC_074549;ssRNA phage Esthiorhiza.1_3;;Zuysuivirus humihabitans;Zuysuivirus;Steitzviridae;RNA;4060;complete;USA;;
NC_074550;ssRNA phage Esthiorhiza.1_7;;Zuysuivirus humivicinum;Zuysuivirus;Steitzviridae;RNA;4015;complete;USA;;
NC_074551;ssRNA phage Gephyllon.1_17;;Zuysuivirus humivivens;Zuysuivirus;Steitzviridae;RNA;3976;complete;USA;;
NC_074552;ssRNA phage SRR7976300_2;;Chimpavirus luticola;Chimpavirus;;RNA;4513;complete;USA;activated sludge metagenome;
NC_074553;Leviviridae sp.;;Leviviridae sp.;;Fiersviridae;ssRNA(+);3609;complete;USA;Macaca mulatta;
NC_074554;ssRNA phage SRR7976325_6;;Meihzavirus luticola;Meihzavirus;;RNA;3287;complete;Japan;activated sludge metagenome;
NC_074555;ssRNA phage SRR7976325_11;;Nicedsevirus caenivivens;Nicedsevirus;;RNA;3861;complete;Japan;activated sludge metagenome;
NC_074556;ssRNA phage Zoerhiza.1_24;;Sculuvirus humenecus;Sculuvirus;;RNA;4698;complete;USA;;
NC_074557;ssRNA phage Gerhypos.1_40;;Skrubnovirus agrihabitans;Skrubnovirus;;RNA;3992;complete;USA;;
NC_074558;ssRNA phage SRR6960799_31;;Tetipavirus asiadaptatum;Tetipavirus;;RNA;3553;complete;Japan;activated sludge metagenome;
NC_074559;ssRNA phage SRR7976310_9;;Winunavirus asiadaptatum;Winunavirus;;RNA;3626;complete;USA;activated sludge metagenome;
NC_074562;ssRNA phage SRR5466725_16;;Grendvuvirus asiocola;Grendvuvirus;Fiersviridae;ssRNA(+);4095;complete;USA;activated sludge metagenome;
NC_074563;ssRNA phage Gerhypos.1_51;;Intasivirus terradaptatum;Intasivirus;Solspiviridae;RNA;4252;complete;USA;;
NC_074564;ssRNA phage Esthiorhiza.2_19;;Cunarovirus edaphovivens;Cunarovirus;Steitzviridae;RNA;4029;complete;USA;;
NC_074565;ssRNA phage Gerhypos.4_41;;Cunarovirus pedenecus;Cunarovirus;Steitzviridae;RNA;3631;complete;USA;;
NC_074566;ssRNA phage Gerhypos.4_37;;Cunarovirus pedocola;Cunarovirus;Steitzviridae;RNA;3752;complete;USA;;
NC_074567;ssRNA phage Zoerhiza.1_31;;Cunarovirus pedovicinum;Cunarovirus;Steitzviridae;RNA;3784;complete;USA;;
NC_074568;ssRNA phage Zoerhiza.2_11;;Cunarovirus pedovivens;Cunarovirus;Steitzviridae;RNA;3680;complete;USA;;
NC_074569;ssRNA phage SRR7976357_10;;Cunarovirus pelovicinum;Cunarovirus;Steitzviridae;RNA;3762;complete;Japan;activated sludge metagenome;
NC_074570;ssRNA phage SRR5466727_7;;Dohnjavirus caenadaptatum;Dohnjavirus;Steitzviridae;RNA;4335;complete;USA;activated sludge metagenome;
NC_074571;ssRNA phage Gerhypos.4_42;;Endehruvirus chthonenecus;Endehruvirus;Steitzviridae;RNA;3741;complete;USA;;
NC_074572;ssRNA phage Gerhypos.1_44;;Endehruvirus chthonocola;Endehruvirus;Steitzviridae;RNA;3872;complete;USA;;
NC_074573;ssRNA phage Zoerhiza.2_14;;Eregrovirus chthonohabitans;Eregrovirus;Steitzviridae;RNA;4106;complete;USA;;
NC_074574;ssRNA phage SRR7976357_11;;Fagihovirus caenihabitans;Fagihovirus;Steitzviridae;RNA;3849;complete;Japan;activated sludge metagenome;
NC_074575;ssRNA phage SRR7976326_5;;Fejonovirus limenecus;Fejonovirus;Steitzviridae;RNA;3694;complete;Japan;activated sludge metagenome;
NC_074576;ssRNA phage Zoerhiza.4_22;;Ferahgovirus geoadaptatum;Ferahgovirus;Steitzviridae;RNA;3833;complete;USA;;
NC_074577;ssRNA phage SRR5466725_21;;Fluruvirus limivicinum;Fluruvirus;Steitzviridae;RNA;5123;complete;USA;activated sludge metagenome;
NC_074578;ssRNA phage SRR7976299_19;;Frobavirus limivivens;Frobavirus;Steitzviridae;RNA;3826;complete;USA;activated sludge metagenome;
NC_074579;ssRNA phage SRR6254353_2;;Fudhoevirus lutadaptatum;Fudhoevirus;Steitzviridae;RNA;4179;complete;USA;activated sludge metagenome;
NC_074580;ssRNA phage SRR6960799_37;;Gehrmavirus pelocola;Gehrmavirus;Steitzviridae;RNA;3663;complete;Japan;activated sludge metagenome;
NC_074581;ssRNA phage Gephyllon.1_21;;Gernuduvirus geoenecus;Gernuduvirus;Steitzviridae;RNA;3760;complete;USA;;
NC_074582;ssRNA phage Gerhypos.4_31;;Gihfavirus geohabitans;Gihfavirus;Steitzviridae;RNA;3900;complete;USA;;
NC_074583;ssRNA phage SRR5466369_2;;Gihfavirus pelohabitans;Gihfavirus;Steitzviridae;RNA;4387;complete;USA;activated sludge metagenome;
NC_074584;ssRNA phage Zoerhiza.2_23;;Gredihovirus agrenecus;Gredihovirus;Steitzviridae;RNA;3956;complete;USA;;
NC_074585;ssRNA phage Zoerhiza.2_3;;Gredihovirus agrihabitans;Gredihovirus;Steitzviridae;RNA;4114;complete;USA;;
NC_074586;ssRNA phage Zoerhiza.2_4;;Gredihovirus agrivicinum;Gredihovirus;Steitzviridae;RNA;4026;complete;USA;;
NC_074587;ssRNA phage Zoerhiza.4_17;;Gredihovirus agrivivens;Gredihovirus;Steitzviridae;RNA;4297;complete;USA;;
NC_074588;ssRNA phage Gephyllon.3_13;;Gredihovirus arvenecus;Gredihovirus;Steitzviridae;RNA;5034;complete;USA;;
NC_074589;ssRNA phage Gephyllon.2_9;;Gredihovirus arvicola;Gredihovirus;Steitzviridae;RNA;4243;complete;USA;;
NC_074590;ssRNA phage Gephyllon.3_15;;Gredihovirus arvivicinum;Gredihovirus;Steitzviridae;RNA;4150;complete;USA;;
NC_074591;ssRNA phage Gephyllon.3_3;;Gredihovirus arvivivens;Gredihovirus;Steitzviridae;RNA;3901;complete;USA;;
NC_074592;ssRNA phage SRR6960802_4;;Gredihovirus asienecus;Gredihovirus;Steitzviridae;RNA;3981;complete;Japan;activated sludge metagenome;
NC_074593;ssRNA phage Zoerhiza.4_2;;Gredihovirus choradaptatum;Gredihovirus;Steitzviridae;RNA;4361;complete;USA;;
NC_074594;ssRNA phage Zoerhiza.4_23;;Gredihovirus chorenecus;Gredihovirus;Steitzviridae;RNA;3836;complete;USA;;
