Contig	T0-R-Dry-soil-A_sort TPM	T0-R-Dry-soil-B_sort TPM	T0-R-Dry-soil-C_sort TPM	T1-R-H218O-A_sort TPM	T1-R-H218O-B_sort TPM	T1-R-H218O-C_sort TPM	T1-R-H218O-P-A_sort TPM	T1-R-H218O-P-B_sort TPM	T1-R-H218O-P-C_sort TPM	T1-R-H2O-A_sort TPM	T1-R-H2O-B_sort TPM	T1-R-H2O-C_sort TPM	T1-R-H2O-P-A_sort TPM	T1-R-H2O-P-B_sort TPM	T1-R-H2O-P-C_sort TPM	T2-R-H218O-A_sort TPM	T2-R-H218O-B_sort TPM	T2-R-H218O-C_sort TPM	T2-R-H218O-P-A_sort TPM	T2-R-H218O-P-B_sort TPM	T2-R-H218O-P-C_sort TPM	T2-R-H2O-A_sort TPM	T2-R-H2O-B_sort TPM	T2-R-H2O-C_sort TPM	T2-R-H2O-P-A_sort TPM	T2-R-H2O-P-B_sort TPM	T2-R-H2O-P-C_sort TPM	T3-R-H218O-A_sort TPM	T3-R-H218O-B_sort TPM	T3-R-H218O-C_sort TPM	T3-R-H218O-P-A_sort TPM	T3-R-H218O-P-B_sort TPM	T3-R-H218O-P-C_sort TPM	T3-R-H2O-A_sort TPM	T3-R-H2O-B_sort TPM	T3-R-H2O-C_sort TPM	T3-R-H2O-P-A_sort TPM	T3-R-H2O-P-B_sort TPM	T3-R-H2O-P-C_sort TPM
T0-R-Dry-soil-C_NODE_525_length_1527_cov_17.166896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_587_length_1477_cov_5.877667	0	724.0045	2163.7324	0	361.0887	1012.29865	162.37762	0	0	127.541145	0	0	0	0	0	0	260.4928	343.33276	0	7234.6587	0	0	0	0	0	0	621.30945	0	0	0	0	0	0	0	0	0	93.98789	0	0
T0-R-Dry-soil-C_NODE_591_length_1477_cov_1.530583	0	0	490.2206	0	0	0	0	0	0	0	0	257.34918	0	193.23245	287.48035	0	0	0	0	238.88026	373.68246	430.68463	0	0	0	0	129.43947	495.28568	0	0	223.6121	0	121.10366	404.92853	316.91675	352.0698	140.98198	120.84615	0
T0-R-Dry-soil-C_NODE_666_length_1425_cov_8.619645	697.46326	783.0517	1314.0759	0	0	0	0	0	0	0	0	0	0	0	0	1425.6638	0	0	0	0	0	1280.9756	0	695.2333	252.28644	0	0	417.10437	0	0	1497.605	0	0	617.89874	0	0	0	0	0
T0-R-Dry-soil-C_NODE_682_length_1411_cov_6.554478	1674.8676	10461.905	672.4046	1508.9867	0	399.53976	169.97273	402.4304	339.02002	467.2742	0	0	0	0	130.83792	899.8806	477.18518	784.12897	302.4162	535.8301	0	0	0	198.42851	96.64438	1097.4124	0	939.6957	892.11334	0	207.06355	316.26883	0	0	0	0	98.38431	0	256.42657
T0-R-Dry-soil-C_NODE_685_length_1409_cov_47.785501	1630.2194	1039.4264	2711.1555	566.67303	378.5152	0	401.2189	0	858.73846	0	0	500.9999	0	0	1048.1893	0	0	0	0	0	0	431.84076	313.72562	550.2741	0	0	244.23563	389.39145	0	0	306.52832	0	0	0	0	344.45703	267.422	0	0
T0-R-Dry-soil-C_NODE_695_length_1403_cov_21.026276	881.5644	878.17773	2242.265	890.12555	736.50995	768.6956	268.62308	927.49457	962.69116	2651.7964	684.4697	890.1748	1121.6168	1440.9209	1026.3556	1850.2461	1251.1837	0	1045.4828	443.08356	1284.3088	2385.281	2355.5017	2978.0479	1095.6576	2455.6655	781.2622	2476.694	1679.8633	2780.5698	1412.4393	1862.9945	464.96774	1255.1765	3017.854	3150.4348	452.3212	1033.6633	1727.8556
T0-R-Dry-soil-C_NODE_761_length_1367_cov_3.036265	274.66544	595.201	1077.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.12756	0	0	0	0	0	0	0	274.289	0	148.6806	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_961_length_1282_cov_4.146986	0	0	1382.7526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.16586	0	0	0	0	0	0	0	0	155.507	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1043_length_1251_cov_9.668644	0	0	3552.5215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1120_length_1227_cov_18.269896	2592.0393	1174.6577	2482.4995	1351.511	516.15906	479.43103	251.30788	0	0	1727.1835	1800.0935	2434.0146	399.0002	271.37045	0	0	862.31116	2705.1482	0	191.70128	608.57965	6469.1787	926.3829	982.9488	222.27412	946.4843	0	1415.9742	1702.5471	735.0256	310.58438	1039.132	0	1922.6501	2670.4163	17517.21	0	327.30405	1061.5691
T0-R-Dry-soil-C_NODE_1214_length_1201_cov_4.573451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1363_length_1165_cov_1.633455	0	339.2244	600.07574	0	0	0	0	0	0	646.792	0	0	0	0	0	0	0	0	0	0	0	0	433.6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.81525	0
T0-R-Dry-soil-C_NODE_1391_length_1160_cov_5.011938	0	0	947.04095	0	0	338.08145	0	0	630.69415	0	0	0	180.8769	0	0	0	995.0369	0	0	0	0	0	326.6299	0	0	533.94775	0	0	1431.4717	0	438.0309	0	526.08844	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1412_length_1156_cov_5.839631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1421_length_1154_cov_2.589104	401.9178	0	865.4224	0	0	0	0	0	219.45233	0	0	0	0	0	0	0	0	319.5858	0	174.70953	0	167.76611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.66983	0
T0-R-Dry-soil-C_NODE_1585_length_1119_cov_2.197519	0	0	312.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.14712	0	0	215.68813	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1653_length_1105_cov_5.682785	919.431	525.9467	2462.8516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.949745	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_1768_length_1084_cov_77.341560	2709.8552	4717.995	4445.3086	1265.3901	0	429.6193	964.004	392.8707	493.2051	499.6191	0	0	322.5971	0	1055.9011	416.47592	732.0497	0	664.27277	309.98602	479.2091	459.25607	582.5501	596.04565	388.83072	0	164.60942	717.0278	543.55365	0	187.49658	8292.304	271.7799	367.82272	1099.1616	1247.2491	228.68362	0	0
T0-R-Dry-soil-C_NODE_1875_length_1065_cov_4.079477	290.33698	0	375.09778	0	0	0	0	0	0	0	120.22679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.86833	0	0	0	0
T0-R-Dry-soil-C_NODE_1888_length_1064_cov_5.198389	477.43008	0	915.1603	0	0	0	305.90775	0	0	0	541.5288	0	164.33055	0	329.66513	0	0	693.2371	426.10767	221.06891	0	337.91962	692.4172	0	349.5349	0	71.87304	515.65106	679.62775	335.10898	274.5926	0	187.88876	0	939.85114	0	232.98238	0	0
T0-R-Dry-soil-C_NODE_1921_length_1059_cov_3.946356	0	0	1367.433	0	0	0	0	0	0	0	0	0	0	0	0	293.08667	0	2524.8489	0	0	0	0	139.13725	0	749.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2011_length_1046_cov_12.686154	760.1416	177.79623	2386.9446	978.62756	318.67123	0	573.21124	1040.4772	376.61688	315.16443	795.66864	571.0396	0	818.55865	1676.6903	1699.4493	2023.0513	1057.7491	611.9155	706.7445	0	528.8229	482.97083	0	521.47296	0	341.17917	2535.2024	358.46396	280.72104	437.19333	1462.7323	422.4801	254.12332	956.02466	463.99612	379.1865	127.98027	0
T0-R-Dry-soil-C_NODE_2022_length_1045_cov_7.044148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2162_length_1026_cov_2.215707	0	0	413.69052	0	0	0	0	184.4799	0	0	0	105.84923	0	0	0	0	0	0	0	0	0	0	0	0	72.49611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2186_length_1023_cov_6.481092	820.41125	0	1220.305	3121.9644	4757.2026	1317.7906	2277.4124	10615.575	18401.523	0	0	0	0	1348.4391	3843.8354	19583.129	3502.4065	1892.679	1016.7192	3284.7012	1491.6141	7705.1475	0	0	0	3481.3618	2367.195	0	1937.3372	6642.7495	7673.889	7602.728	1666.2041	747.03107	0	0	13269.4375	6041.262	2617.2566
T0-R-Dry-soil-C_NODE_2215_length_1020_cov_1.936776	0	0	244.77893	0	0	0	0	0	0	0	251.06163	0	0	163.2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2218_length_1019_cov_25.008439	0	273.7606	2009.1569	0	3401.9941	1130.5323	722.891	0	331.36786	577.7053	0	746.0347	926.57245	0	0	0	0	0	0	478.1514	0	0	0	0	0	0	450.28177	0	0	349.90744	872.6227	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2318_length_1007_cov_2.983974	0	0	818.19806	0	4369.372	0	1054.7281	657.8621	0	0	0	0	0	0	0	0	1480.533	0	0	0	0	0	606.19147	0	0	0	0	0	0	2478.5405	731.6466	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2446_length_993_cov_3.579176	600.5349	2294.2512	1483.4628	1505.0559	469.95157	2567.1042	2570.4873	2430.2861	2125.2764	10125.564	1128.2609	8421.253	2112.963	2395.1343	2695.7507	539.88794	387.4598	9749.299	1396.5804	372.23306	915.4676	5375.511	1420.2573	303.645	973.7697	409.33322	667.43665	2440.298	836.1063	253.46063	460.52798	1926.0049	858.2713	2392.4517	1756.9829	1256.8146	898.70654	921.2088	983.7957
T0-R-Dry-soil-C_NODE_2486_length_989_cov_2.469499	267.98392	0	908.8251	165.6047	0	0	0	0	0	214.28267	0	0	0	0	0	0	0	0	0	0	0	0	404.38824	0	0	0	0	0	0	0	154.1302	0	0	0	473.29202	245.36887	0	0	0
T0-R-Dry-soil-C_NODE_2539_length_983_cov_3.426535	0	0	1066.7672	0	0	0	331.11484	0	0	0	455.89557	0	142.29709	0	225.36613	0	0	328.2825	0	170.91812	0	675.2578	899.36755	219.0958	214.39081	433.18747	0	0	0	0	0	0	310.40817	422.51578	476.18097	317.4001	0	374.50177	184.03761
T0-R-Dry-soil-C_NODE_2541_length_983_cov_3.221491	0	0	1117.5659	166.61555	0	398.95685	0	0	0	0	325.6396	0	0	241.94978	206.58562	0	684.9523	0	271.3055	307.6523	396.3345	450.17188	214.13496	0	126.112236	236.28418	129.65889	0	0	1109.5027	0	0	0	270.41022	303.0242	0	0	0	0
T0-R-Dry-soil-C_NODE_2676_length_969_cov_2.936526	455.85837	431.83005	1082.1799	591.5798	0	455.31116	212.14662	244.16461	145.1943	291.60706	0	784.5299	469.14734	539.98035	381.03708	320.30832	297.7924	0	385.31525	138.70998	134.02026	456.67578	260.67468	444.52258	383.80298	459.42123	447.20972	0	0	0	131.09285	0	347.46817	462.90973	505.01816	214.65718	122.795334	172.68762	0
T0-R-Dry-soil-C_NODE_2677_length_969_cov_2.316258	296.30798	359.85837	695.6869	0	0	0	0	0	0	0	0	0	180.44135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_2805_length_956_cov_3.180791	0	194.53415	1149.1289	0	0	0	250.86992	197.98772	264.90347	0	0	0	0	0	0	0	0	0	0	0	0	115.72147	0	0	0	0	0	0	0	0	0	0	0	0	2025.2858	0	0	0	0
T0-R-Dry-soil-C_NODE_2897_length_947_cov_3.367580	513.0934	0	1265.509	0	0	0	217.07483	349.77148	0	273.51633	270.41486	401.3775	406.19308	0	214.43886	0	253.92516	0	0	0	102.850334	0	311.18564	432.10687	0	163.51093	0	0	0	0	93.89678	0	111.106384	438.57767	449.3481	311.16217	240.82549	424.07825	0
T0-R-Dry-soil-C_NODE_2898_length_947_cov_3.268265	1072.8315	294.57462	1370.9684	2183.4863	633.57336	595.30176	325.61258	0	1010.2579	0	473.22614	745.41565	0	502.2952	428.87793	297.95404	0	0	844.85706	567.7295	0	0	466.77847	0	589.07874	0	0	0	1187.8142	620.13556	0	0	0	0	0	0	0	0	764.1355
T0-R-Dry-soil-C_NODE_2967_length_942_cov_2.816303	0	0	1378.2446	217.33418	0	0	0	0	0	0	0	0	0	277.72876	195.97916	0	0	0	0	0	258.4905	0	201.10979	0	65.80061	349.305	0	0	0	0	215.76053	0	67.01764	0	225.86661	0	210.52501	0	0
T0-R-Dry-soil-C_NODE_3147_length_927_cov_2.275701	0	0	673.3399	0	0	0	295.67792	0	0	0	0	0	377.23337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.0578	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_3165_length_925_cov_3.353630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_3172_length_924_cov_7.889801	167.32065	0	756.58905	0	0	318.32343	0	0	243.62474	0	0	0	0	0	0	0	0	399.13647	0	0	0	628.57806	0	0	268.32993	0	0	0	347.82306	0	0	0	0	0	0	225.11116	0	0	0
T0-R-Dry-soil-C_NODE_3203_length_922_cov_3.719154	311.41245	0	216.63722	0	0	212.67595	0	0	305.1915	408.6294	0	0	227.56755	0	0	0	417.29672	0	289.25525	0	281.7042	0	639.2469	467.18262	0	0	0	0	348.57755	591.454	564.8793	0	182.59045	396.41336	0	488.79913	150.56422	193.58992	0
T0-R-Dry-soil-C_NODE_3615_length_889_cov_6.442543	0	758.33356	1572.752	690.87366	0	330.85602	462.47464	532.2733	0	317.84842	216.04303	1710.2573	511.3653	0	789.11914	412.6111	378.6885	0	359.99088	755.96155	182.60072	684.4358	331.48798	387.6197	223.11513	435.4469	487.45355	514.2978	180.75844	660.59436	285.77957	0	142.0262	186.8766	0	506.94327	245.38359	150.58205	1627.9774
T0-R-Dry-soil-C_NODE_3622_length_889_cov_2.677262	0	993.67847	954.8852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_3656_length_887_cov_2.710784	373.50058	340.70917	1210.3722	0	0	0	212.44547	0	253.78716	0	0	0	0	187.69534	0	0	542.2034	0	0	0	0	0	284.77295	0	0	196.39282	0	0	211.36026	212.8127	171.85434	251.55319	94.89757	337.13614	239.87193	0	100.61048	0	0
T0-R-Dry-soil-C_NODE_3721_length_883_cov_3.935961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.05435	0	0	0	0
T0-R-Dry-soil-C_NODE_3725_length_883_cov_2.406404	0	157.96281	904.8223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.07017	0
T0-R-Dry-soil-C_NODE_3993_length_865_cov_2.603275	0	0	865.9227	0	308.28204	0	0	0	0	190.55605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.618477	0	160.31042	0	0	0
T0-R-Dry-soil-C_NODE_4009_length_864_cov_7.340479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_4031_length_863_cov_5.243687	0	861.9921	1591.2046	0	0	113.607956	0	2110.991	0	0	0	0	0	0	470.62253	0	0	0	0	0	0	0	0	0	114.918526	784.9902	0	503.30243	0	0	1324.7512	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_4209_length_854_cov_2.007663	0	0	497.01007	0	0	0	0	0	0	0	0	0	0	0	281.02582	0	225.26192	0	0	0	152.06746	0	0	0	0	0	0	0	658.5827	0	0	0	0	350.16367	548.1099	243.56296	0	0	0
T0-R-Dry-soil-C_NODE_4269_length_850_cov_2.277279	0	0	939.9506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.9042	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_4326_length_847_cov_2.827320	0	0	884.3246	0	0	0	202.25304	0	0	0	0	0	0	0	0	0	227.12373	0	440.81522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.57579	0	0	0
T0-R-Dry-soil-C_NODE_4561_length_836_cov_2.151634	977.5055	0	1254.3448	489.7818	0	791.6201	389.33704	0	269.26944	168.99954	306.31937	584.5765	334.63666	398.2912	0	810.0358	0	0	0	401.94366	737.87286	297.74756	201.43033	257.62103	0	370.4422	76.22893	191.41592	384.43597	0	0	0	0	278.21332	0	580.55023	237.21848	0	0
T0-R-Dry-soil-C_NODE_4580_length_835_cov_1.908377	581.91547	1169.3029	777.4294	539.4052	479.03732	293.54373	164.12772	481.69135	0	0	0	0	0	170.90068	397.96695	675.83826	287.9847	0	319.39325	603.6375	194.40953	0	0	0	0	0	0	164.26724	0	150.71048	0	0	100.807365	0	0	0	0	160.32019	866.6299
T0-R-Dry-soil-C_NODE_4743_length_827_cov_3.052910	0	0	1086.8533	0	0	0	310.71652	0	0	0	0	0	0	0	0	0	0	1059.1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_4869_length_821_cov_3.057333	0	339.78342	608.2202	0	406.00504	179.12971	187.79239	0	137.09448	0	0	0	0	0	179.89032	584.2587	292.89554	0	227.38748	347.89423	276.81464	0	128.19415	0	150.99677	117.878235	310.48663	0	293.5947	0	92.8348	0	153.78957	303.53207	259.15524	0	0	135.87836	0
T0-R-Dry-soil-C_NODE_5070_length_811_cov_5.227027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_5227_length_803_cov_2.830601	0	347.39987	932.7813	2039.6398	0	0	1280.0121	0	770.9223	0	0	710.0335	0	266.5667	0	0	0	0	0	460.30798	1051.2161	0	0	0	0	0	0	0	0	0	0	0	0	0	238.46782	453.3062	0	0	0
T0-R-Dry-soil-C_NODE_5278_length_801_cov_2.164384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_5377_length_797_cov_4.319559	0	320.84732	1535.0121	179.8121	0	676.587	0	0	0	827.2568	0	0	0	895.24506	185.30724	0	0	809.791	0	0	0	312.3172	897.9706	270.22717	248.86993	0	0	1147.3286	0	368.4245	0	1359.8032	0	0	0	521.9643	0	0	0
T0-R-Dry-soil-C_NODE_5513_length_791_cov_2.711111	0	0	978.4964	0	0	0	0	0	0	535.84186	0	0	0	180.4071	0	856.1193	304.00427	466.2477	0	339.84824	0	0	0	217.8218	282.10233	0	0	751.42065	0	0	0	0	0	420.05875	1318.0219	482.0965	0	141.03174	1600.9645
T0-R-Dry-soil-C_NODE_5661_length_786_cov_3.581818	0	0	635.3038	0	0	0	588.4636	0	0	0	0	0	0	363.1096	305.33853	0	244.75047	703.8203	0	0	82.61167	0	0	0	0	0	210.80305	872.5395	613.33673	0	0	0	0	422.7308	514.32086	0	0	85.15735	276.19705
T0-R-Dry-soil-C_NODE_5864_length_779_cov_10.048023	1077.3823	1432.4119	3974.278	0	0	314.64578	0	0	0	3869.13	5341.9097	2091.168	763.1348	488.49667	236.98648	362.21136	246.94969	0	0	0	0	2485.264	12862.068	1741.7694	445.58582	0	98.16799	0	0	0	0	0	0	13627.613	3769.1602	2158.3516	0	114.56344	0
T0-R-Dry-soil-C_NODE_5918_length_777_cov_11.354108	312.6766	149.59355	1253.1921	210.78897	0	0	0	0	470.7884	0	0	0	90.01171	122.438446	0	0	0	0	0	0	0	0	162.54433	0	207.41177	0	131.22755	0	0	755.81525	0	410.23654	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_6241_length_766_cov_2.575540	0	0	1043.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420.78024	0	0	0	0	0	0	0	164.83186	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_6518_length_756_cov_1.404380	0	0	429.3342	0	0	0	0	0	0	0	0	0	0	0	146.51784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_6680_length_750_cov_1.929308	0	0	532.6387	0	0	0	0	0	0	0	554.84625	0	559.5127	0	0	0	0	0	0	0	173.15416	0	0	172.29694	0	0	0	2895.6675	0	0	0	0	0	354.41748	0	0	0	0	0
T0-R-Dry-soil-C_NODE_6951_length_741_cov_4.786567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_7021_length_739_cov_1.362275	0	0	472.99603	443.25598	270.63336	331.67676	0	0	0	0	0	0	0	0	0	0	0	0	216.53023	0	307.5303	374.25488	740.5771	174.86156	0	261.91617	275.95087	309.344	0	113.52564	378.16467	258.79858	85.42708	269.76987	518.24005	0	254.93747	120.76436	0
T0-R-Dry-soil-C_NODE_7500_length_725_cov_2.840979	0	0	1033.1356	0	0	0	0	0	0	0	0	0	482.33838	295.2457	0	1050.8126	0	1271.7307	0	0	0	0	0	0	0	427.1582	70.31988	630.6352	0	0	665.80695	1275.015	0	527.04333	469.5533	0	218.82996	0	0
T0-R-Dry-soil-C_NODE_7777_length_718_cov_2.601236	0	0	730.2455	0	0	0	95.4364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.80817	0	0	0	278.43124	555.32007	0	0	0	0	0
T0-R-Dry-soil-C_NODE_8321_length_705_cov_3.684543	751.8752	263.79398	1204.1033	145.19777	0	0	0	0	0	0	272.42868	308.08893	545.6241	0	0	0	0	0	0	0	0	0	0	183.2946	0	0	0	3112.9236	0	0	108.10969	0	0	329.90982	905.38855	0	0	63.294254	0
T0-R-Dry-soil-C_NODE_8498_length_701_cov_2.373016	0	0	0	0	855.9119	559.4503	0	472.51587	642.25183	1478.0034	639.2941	0	773.22064	1560.6979	737.39624	805.02856	0	0	0	143.80524	0	0	0	0	0	331.33722	127.27287	847.89404	382.05954	299.19922	0	0	120.077255	189.59569	1092.6659	445.08444	0	63.65546	0
T0-R-Dry-soil-C_NODE_8651_length_698_cov_2.087719	0	0	608.0894	117.323074	0	0	0	0	0	0	0	0	2054.0837	545.1845	899.25824	161.69768	344.5089	0	0	0	0	1901.9431	0	0	177.60506	0	109.55996	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_8734_length_696_cov_2.968000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_8950_length_692_cov_1.201288	0	0	252.56085	0	0	0	0	0	0	0	0	0	0	0	0	0	138.9984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.14551	0	0	0
T0-R-Dry-soil-C_NODE_9184_length_687_cov_1.693182	0	304.54404	436.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_9215_length_686_cov_4.736585	0	0	1601.4103	507.34564	0	0	0	0	246.11081	240.27834	0	0	0	0	215.29149	1275.0789	0	806.4185	0	416.3574	402.28058	0	0	0	0	112.86068	0	0	0	122.29665	444.4162	557.58685	0	0	0	0	0	0	421.94537
T0-R-Dry-soil-C_NODE_10043_length_670_cov_2.572621	0	0	447.17795	244.45236	746.26135	804.8359	818.1888	776.88055	923.9561	0	621.09674	567.3203	260.9667	1490.9172	385.75735	1179.1866	538.3594	1100.9014	1273.7589	501.5296	436.11603	1403.5114	691.1768	1092.9286	555.0823	520.0015	1293.5709	0	1359.1058	438.25992	739.42224	0	455.4197	1586.9446	762.1479	1371.1626	414.38864	815.8583	0
T0-R-Dry-soil-C_NODE_10127_length_669_cov_1.556856	396.16748	0	522.4874	673.249	896.852	439.65768	665.7723	742.67633	0	0	574.1769	0	365.89954	0	275.9527	0	0	1378.1842	0	351.5957	0	826.82886	0	579.47406	0	347.18576	457.23685	410.05426	0	783.7768	322.79407	476.46307	0	844.3243	826.89435	673.65106	474.29492	466.9018	0
T0-R-Dry-soil-C_NODE_10351_length_665_cov_1.001684	0	0	225.27008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.66453	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_10569_length_661_cov_1.352542	601.44336	316.5229	755.44446	0	0	148.32625	155.4993	357.93567	0	0	968.54333	0	264.51978	287.8507	167.5755	0	0	0	0	355.8508	0	585.7853	350.2939	0	131.28264	234.25856	0	242.09335	0	126.92208	230.6122	0	175.09752	0	386.26263	314.67908	330.02438	270.02985	0
T0-R-Dry-soil-C_NODE_10653_length_659_cov_4.098639	167.57454	1199.382	606.1897	0	0	334.74677	0	1328.3813	0	0	0	0	0	0	0	0	1277.1405	0	0	0	0	0	0	0	0	0	0	0	0	891.1508	192.76016	0	0	0	0	0	0	609.4114	0
T0-R-Dry-soil-C_NODE_10840_length_656_cov_1.770940	0	0	532.8419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_11024_length_653_cov_2.319588	0	0	802.9346	0	0	0	0	0	0	0	0	0	0	400.64383	0	475.31213	0	0	0	0	0	0	0	263.8546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_11883_length_639_cov_1.857394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_12436_length_631_cov_1.894643	140.00842	442.09546	712.22473	0	0	0	0	337.45798	222.96858	0	0	0	304.80582	150.76828	117.02851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T0-R-Dry-soil-C_NODE_12694_length_627_cov_6.510791	422.705	444.91577	1791.9215	0	531.6268	156.3694	655.7256	603.7524	0	450.66544	408.42563	1212.4552	0	303.46	441.65637	270.01205	306.8161	735.251	340.27844	267.96243	310.6833	1146.879	335.71738	343.4947	355.88998	0	223.60486	0	0	970.08344	0	1270.9481	503.43393	211.9723	1425.2288	221.16191	474.43674	0	0
